,content,target
1455,"Fake welcome gift offer that cannot be claimed. When trying to checkout the free gift, it gives you a cryptic message that the checkout is in violation of shopee policy. Reminds me of what Qoo10 has become. Just stick with Lazada. Looking at the response confirms my suspicions... Morons! Uninstalled.",0
1456,Disappointed order stuffs from shopee didn't even received the items,0
1457,Credit card payment keeps failing on app as well as website.. Customer support only tells me to reinstall the app,0
1458,"Buy at own risk, cannot refund",0
1459,Preferred seller cant even be trusted. Disappointing. Full of scams.,0
1460,Cant register,0
1461,"Did not receive purchase and Shopee did not protect the buyer by assisting with a refund from seller. Was told to contact the seller directly, which I did. Seller told me to contact Shopee. This platform for online shopping is shameful!!",0
1462,"Its frustrating!!!! Keep asking for verification code. How many times do I have to do that???? Have to reset password every time I login. Then when go to bank transfer payment, encountered server error. Switch to credit card payment, cannot go through. Crappy app!!!",0
1463,"This app is really annoying. I can't see the arrows, share button, wishlist button and loading so damn slow. I kept uninstalling the app and install back still the same stupid issue. I can't even save all the items that I like because I can't find the stupid button that disappeared. So freaking annoying! Please fix this issue! It had been months and not my first time encountering this issue!!!",0
1464,Hard to set the location. I keep seeing dollar sign but that is not our currency.,0
1465,Where did the shopee PH go???? Cant log in my phone number because their asking for singapore valid number 😤😤,0
1466,App keeps closing.,0
1467,"Saw the 1 time free gift for New users.When I chk out for it,I was told not entitled to it coz only for FIRST time chk out.U guys didnt state clearly.I'm definitely NEW user.Pls define clearly in Bold sentence that its meant for FIRST chk out.I clicked for it after 3rd purchase coz I had the impression I can click for NEW USER free gift as I had nvr click before.Dont like this kinda loophole.I felt cheated n deprived of my rights.Whatever! Pls kindly dont gimme standard reply with no substance!",0
1468,"totally disappointed...seller said shoppee fault, shoppee said seller fault...sigh...buyer no fault but suffer...what a total letdown...",0
1469,Im so dissapointed for being so idiot! ik from the Philippines! Not in Singapore!!!!!,0
1470,Can't log in,0
1471,Log in to the app. Cant see anything except the blank backgrouns.,0
1472,"Shopping experience with the merchant is slightly above average. Same can't be said on the customer service from Shoppe, voucher kept missing dispite not being use or past the validatility date. Customer service could not figure out why and kept asking for screenshot of my voucher page. Total let down..",0
1473,"1st time trying and got a bad experience. After waiting so long for my item, seller did not respond. Need to refund awaiting for approval.",0
1474,Horrible,0
1475,Always Server error on Payment. Boooooohooooooo. Pay your developers 1st.,0
1476,Many Ads,0
1477,what happen to my shopee app..?im from philipines after i update the shopee app it became shopee SG..my shopee app should display a peso sign not dollar sign..pls fix this as soon as possible..,0
1478,I am so happy,0
1479,Nice shopee,0
1480,Can't even set up my profile. It says invalid mobile number. Invalid postal code. This is Philippines not Singapore.,0
1481,The constant cringe advertisement in YouTube absolutely piss me off,0
1482,Horrible appts. Keep having error in payment. Customer only advised me to uninstall n reinstall the appts but still didnt solve issue. I dont have such problem in qo10 or ezbuy. So disappointing with this kind of service!,0
1483,Say free gift for new customers but I am not eligible because I have ordered one so funny. My comments already given.,0
1484,"Hated the notification alert, too sudden and too loud, very irritating.",0
1485,Payment problem. Saw a few reviews mentioned same thing but problem still persists. App is not easy to use. Bad.,0
